Date,Open,High,Low,Close,Adj Close,Volume
2001-06-19,5671.600098,5743.600098,5667.200195,5680.399902,5680.399902,1125389000
2001-06-20,5680.399902,5711.899902,5622.500000,5699.600098,5699.600098,1449088000
2001-06-21,5699.600098,5710.899902,5641.399902,5641.399902,5641.399902,1132273000
2001-06-22,5641.399902,5695.100098,5632.399902,5665.700195,5665.700195,1273118000
2001-06-25,5665.700195,5704.500000,5638.399902,5661.899902,5661.899902,1004434000
2001-06-26,5661.899902,5666.299805,5537.299805,5555.700195,5555.700195,1293699000
2001-06-27,5555.700195,5608.299805,5555.700195,5607.899902,5607.899902,1225190000
2001-06-28,5607.899902,5645.000000,5519.600098,5638.399902,5638.399902,1757764000
2001-06-29,5638.399902,5656.399902,5604.799805,5642.500000,5642.500000,1530012000
2001-07-02,5642.500000,5723.399902,5614.600098,5716.700195,5716.700195,1198422000
2001-07-03,5716.700195,5726.100098,5630.299805,5639.899902,5639.899902,1280903000
2001-07-04,5639.899902,5644.000000,5587.799805,5600.500000,5600.500000,863714000
2001-07-05,5600.500000,5601.299805,5509.700195,5549.600098,5549.600098,1786448000
2001-07-06,5549.600098,5549.600098,5443.899902,5479.200195,5479.200195,1418545000
2001-07-09,5479.200195,5487.899902,5420.500000,5468.899902,5468.899902,1231941000
2001-07-10,5468.899902,5509.399902,5461.200195,5467.899902,5467.899902,1171634000
2001-07-11,5467.899902,5468.500000,5380.399902,5391.899902,5391.899902,1385919000
2001-07-12,5391.899902,5497.600098,5391.899902,5481.600098,5481.600098,1444934000
2001-07-13,5481.600098,5544.100098,5439.600098,5537.000000,5537.000000,1054388000
2001-07-16,5537.000000,5537.000000,5503.600098,5517.100098,5517.100098,719890000
2001-07-17,5517.100098,5517.100098,5408.399902,5427.799805,5427.799805,1231432000
2001-07-18,5427.799805,5431.899902,5379.000000,5404.600098,5404.600098,1346006000
2001-07-19,5404.600098,5437.399902,5322.200195,5437.399902,5437.399902,1371401000
2001-07-20,5437.399902,5437.399902,5350.399902,5387.100098,5387.100098,1087292000
2001-07-23,5387.100098,5446.799805,5365.799805,5405.299805,5405.299805,1097461000
2001-07-24,5405.299805,5412.799805,5313.000000,5320.200195,5320.200195,1410634000
2001-07-25,5320.200195,5350.100098,5260.500000,5275.700195,5275.700195,1445452000
2001-07-26,5275.700195,5322.700195,5269.500000,5286.100098,5286.100098,1359113000
2001-07-27,5286.100098,5403.100098,5286.100098,5403.100098,5403.100098,1185116000
2001-07-30,5403.100098,5456.899902,5376.100098,5446.700195,5446.700195,895832000
2001-07-31,5446.700195,5531.799805,5408.799805,5529.100098,5529.100098,1231672000
2001-08-01,5529.100098,5549.000000,5499.500000,5546.899902,5546.899902,1041087000
2001-08-02,5546.899902,5644.200195,5533.799805,5584.500000,5584.500000,1658767000
2001-08-03,5584.500000,5590.200195,5511.100098,5547.600098,5547.600098,1103563000
2001-08-06,5547.600098,5561.200195,5516.000000,5526.399902,5526.399902,769706000
2001-08-07,5526.399902,5546.600098,5448.200195,5536.799805,5536.799805,1097056000
2001-08-08,5536.799805,5536.799805,5434.299805,5476.500000,5476.500000,1140378000
2001-08-09,5476.500000,5476.500000,5376.700195,5402.899902,5402.899902,1228885000
2001-08-10,5402.899902,5469.000000,5398.500000,5427.200195,5427.200195,991974000
2001-08-13,5427.200195,5465.000000,5410.899902,5431.100098,5431.100098,830399000
2001-08-14,5431.100098,5525.600098,5430.600098,5507.799805,5507.799805,1161978000
2001-08-15,5507.799805,5533.200195,5456.600098,5461.600098,5461.600098,883580000
2001-08-16,5461.600098,5462.399902,5389.799805,5389.799805,5389.799805,1236228000
2001-08-17,5389.799805,5428.899902,5299.600098,5342.100098,5342.100098,1207775000
2001-08-20,5342.100098,5372.100098,5286.700195,5357.500000,5357.500000,826138000
2001-08-21,5357.399902,5435.299805,5353.200195,5430.299805,5430.299805,898392000
2001-08-22,5430.299805,5471.600098,5373.000000,5408.700195,5408.700195,1180759000
2001-08-23,5408.700195,5433.399902,5371.000000,5396.500000,5396.500000,1000127000
2001-08-24,5396.500000,5471.899902,5385.299805,5471.899902,5471.899902,1047954000
2001-08-27,null,null,null,null,null,null
2001-08-28,5471.899902,5475.500000,5395.899902,5434.700195,5434.700195,1030949000
2001-08-29,5434.700195,5460.200195,5384.299805,5417.600098,5417.600098,1025780000
2001-08-30,5417.600098,5435.700195,5332.700195,5332.700195,5332.700195,1646279000
2001-08-31,5332.700195,5378.000000,5298.299805,5345.000000,5345.000000,1431648000
2001-09-03,5345.000000,5366.899902,5278.200195,5312.100098,5312.100098,870028000
2001-09-04,5312.100098,5379.600098,5291.299805,5379.600098,5379.600098,1627624000
2001-09-05,5379.600098,5379.600098,5306.600098,5316.100098,5316.100098,1776194000
2001-09-06,5316.000000,5333.000000,5189.799805,5204.299805,5204.299805,1845607000
2001-09-07,5204.299805,5206.799805,5068.100098,5070.299805,5070.299805,1520468000
2001-09-10,5070.299805,5070.299805,4895.899902,5033.700195,5033.700195,1407758000
2001-09-11,5033.700195,5129.000000,4746.000000,4746.000000,4746.000000,2155681000
2001-09-12,4746.000000,4882.100098,4651.799805,4882.100098,4882.100098,1662122000
2001-09-13,4882.100098,4946.600098,4847.500000,4943.600098,4943.600098,1299366000
2001-09-14,4943.600098,4970.100098,4743.000000,4755.799805,4755.799805,1500844000
2001-09-17,4755.700195,4898.899902,4670.500000,4898.899902,4898.899902,1465162000
2001-09-18,4898.899902,4899.399902,4772.200195,4848.700195,4848.700195,1589851000
2001-09-19,4848.700195,4874.000000,4697.399902,4721.700195,4721.700195,2045486000
2001-09-20,4721.700195,4743.799805,4523.500000,4556.899902,4556.899902,2561207000
2001-09-21,4556.899902,4556.899902,4219.799805,4433.700195,4433.700195,3057937000
2001-09-24,4433.700195,4615.500000,4433.700195,4613.899902,4613.899902,1530732000
2001-09-25,4613.899902,4679.600098,4515.299805,4663.399902,4663.399902,1668566000
2001-09-26,4663.399902,4715.000000,4606.600098,4696.100098,4696.100098,1648586000
2001-09-27,4696.100098,4763.600098,4651.000000,4763.600098,4763.600098,1514930000
2001-09-28,4763.600098,4920.500000,4763.600098,4903.399902,4903.399902,1380515000
2001-10-01,4903.399902,4903.399902,4768.100098,4785.600098,4785.600098,1075373000
2001-10-02,4785.600098,4833.000000,4730.700195,4832.299805,4832.299805,1075324000
2001-10-03,4832.299805,4884.600098,4758.500000,4881.799805,4881.799805,1229375000
2001-10-04,4881.799805,5034.299805,4881.799805,5016.200195,5016.200195,1869885000
2001-10-05,5016.200195,5082.899902,4962.100098,5036.000000,5036.000000,1452212000
2001-10-08,5036.000000,5051.000000,4902.700195,5032.700195,5032.700195,1073658000
2001-10-09,5032.700195,5079.200195,4997.000000,5009.799805,5009.799805,1427100000
2001-10-10,5009.799805,5153.100098,4978.200195,5153.100098,5153.100098,1397065000
2001-10-11,5153.100098,5279.799805,5136.899902,5164.899902,5164.899902,1905414000
2001-10-12,5164.899902,5187.500000,5081.200195,5145.500000,5145.500000,1401111000
2001-10-15,5145.500000,5148.399902,5046.000000,5067.299805,5067.299805,844370000
2001-10-16,5067.299805,5158.700195,5060.799805,5082.600098,5082.600098,1243630000
2001-10-17,5082.600098,5229.600098,5082.600098,5203.399902,5203.399902,1596280000
2001-10-18,5203.399902,5203.399902,5090.200195,5116.000000,5116.000000,1191194000
2001-10-19,5116.000000,5116.000000,5003.899902,5017.700195,5017.700195,1089954000
2001-10-22,5017.700195,5078.200195,5017.700195,5070.399902,5070.399902,939318000
2001-10-23,5070.399902,5193.299805,5070.399902,5193.299805,5193.299805,1444261000
2001-10-24,5193.299805,5265.500000,5133.000000,5167.600098,5167.600098,1636139000
2001-10-25,5167.600098,5217.000000,5043.200195,5086.600098,5086.600098,1303373000
2001-10-26,5086.600098,5188.700195,5086.600098,5188.700195,5188.700195,1162022000
2001-10-29,5188.600098,5188.600098,5083.299805,5085.899902,5085.899902,909862000
2001-10-30,5085.899902,5085.899902,4977.299805,5003.600098,5003.600098,1286300000
2001-10-31,5003.600098,5101.100098,4954.899902,5039.700195,5039.700195,1145383000
2001-11-01,5039.700195,5071.200195,4988.299805,5071.200195,5071.200195,888661000
2001-11-02,5071.200195,5129.500000,5071.200195,5129.500000,5129.500000,1126490000
2001-11-05,5129.500000,5213.799805,5124.000000,5209.100098,5209.100098,1018726000
2001-11-06,5209.100098,5272.500000,5184.799805,5214.100098,5214.100098,1627486000
2001-11-07,5214.100098,5246.399902,5153.299805,5216.299805,5216.299805,1354763000
2001-11-08,5216.299805,5294.600098,5208.399902,5278.100098,5278.100098,1786081000
2001-11-09,5278.100098,5278.100098,5222.799805,5244.200195,5244.200195,1163419000
2001-11-12,5244.200195,5251.799805,5065.299805,5146.200195,5146.200195,964517000
2001-11-13,5146.200195,5284.299805,5146.200195,5277.100098,5277.100098,1267481000
2001-11-14,5277.100098,5366.399902,5214.299805,5240.799805,5240.799805,1746555000
2001-11-15,5240.700195,5297.100098,5193.399902,5238.200195,5238.200195,2215706000
2001-11-16,5238.200195,5313.799805,5226.100098,5291.000000,5291.000000,1716306000
2001-11-19,5291.000000,5383.200195,5285.600098,5338.000000,5338.000000,1599203000
2001-11-20,5338.000000,5344.299805,5283.500000,5298.700195,5298.700195,1714781000
2001-11-21,5298.700195,5367.600098,5272.100098,5313.799805,5313.799805,1574416000
2001-11-22,5313.799805,5362.600098,5313.799805,5345.899902,5345.899902,1046407000
2001-11-23,5345.899902,5358.500000,5220.799805,5293.200195,5293.200195,1178173000
2001-11-26,5293.200195,5346.000000,5273.000000,5302.500000,5302.500000,1238333000
2001-11-27,5302.500000,5332.500000,5232.799805,5266.000000,5266.000000,1473590000
2001-11-28,5266.000000,5283.299805,5182.200195,5205.200195,5205.200195,1467339000
2001-11-29,5205.200195,5213.200195,5152.100098,5208.500000,5208.500000,1465659000
2001-11-30,5208.500000,5216.899902,5146.500000,5203.600098,5203.600098,1451021000
2001-12-03,5203.600098,5203.600098,5152.299805,5164.600098,5164.600098,1034111000
2001-12-04,5164.600098,5218.600098,5164.600098,5212.100098,5212.100098,1397360000
2001-12-05,5212.100098,5338.200195,5212.100098,5333.500000,5333.500000,1931317000
2001-12-06,5333.500000,5411.200195,5327.299805,5369.799805,5369.799805,1847408000
2001-12-07,5369.799805,5388.799805,5258.700195,5264.700195,5264.700195,1198312000
2001-12-10,5264.700195,5276.200195,5172.200195,5185.000000,5185.000000,1006896000
2001-12-11,5185.000000,5194.399902,5143.799805,5160.799805,5160.799805,1225762000
2001-12-12,5160.799805,5181.700195,5106.000000,5120.000000,5120.000000,1268128000
2001-12-13,5120.000000,5134.100098,5035.799805,5074.899902,5074.899902,1472305000
2001-12-14,5074.899902,5092.299805,5032.299805,5061.000000,5061.000000,1113600000
2001-12-17,5061.000000,5151.000000,5038.200195,5136.299805,5136.299805,1019517000
2001-12-18,5136.299805,5181.899902,5124.899902,5151.100098,5151.100098,1225958000
2001-12-19,5151.100098,5157.799805,5091.399902,5120.600098,5120.600098,1105864000
2001-12-20,5120.600098,5151.000000,5080.100098,5080.200195,5080.200195,898667000
2001-12-21,5080.200195,5182.200195,5044.299805,5159.200195,5159.200195,864336000
2001-12-24,5159.200195,5177.399902,5147.200195,5177.399902,5177.399902,117580000
2001-12-25,null,null,null,null,null,null
2001-12-26,null,null,null,null,null,null
2001-12-27,5177.399902,5213.200195,5160.799805,5213.200195,5213.200195,289998000
2001-12-28,5213.200195,5243.700195,5196.000000,5242.399902,5242.399902,289698000
